Date,Route,Attempted,Succeeded,Success Percentage
7/22/2015,Disappointment Cleaver,6,0,0
7/21/2015,Disappointment Cleaver,2,0,0
7/21/2015,Disappointment Cleaver,2,1,0.5
7/21/2015,Disappointment Cleaver,4,4,1
7/21/2015,Kautz Glacier,2,2,1
7/21/2015,Emmons-Winthrop,12,8,0.666666667
7/21/2015,Emmons-Winthrop,4,0,0
7/21/2015,Disappointment Cleaver,3,0,0
7/21/2015,Disappointment Cleaver,12,10,0.833333333
7/21/2015,Emmons-Winthrop,12,8,0.666666667
7/21/2015,Disappointment Cleaver,12,5,0.416666667
7/21/2015,Kautz Glacier,9,9,1
7/21/2015,Disappointment Cleaver,11,0,0
7/20/2015,Disappointment Cleaver,5,71,14.2
7/20/2015,Disappointment Cleaver,3,0,0
7/20/2015,Disappointment Cleaver,2,0,0
7/20/2015,Disappointment Cleaver,2,0,0
7/20/2015,Disappointment Cleaver,3,0,0
7/20/2015,Kautz Glacier,2,0,0
7/20/2015,Disappointment Cleaver,10,0,0
7/20/2015,Disappointment Cleaver,2,0,0
7/20/2015,Disappointment Cleaver,4,0,0
7/20/2015,Emmons-Winthrop,6,2,0.333333333
7/20/2015,Emmons-Winthrop,3,0,0
7/20/2015,Disappointment Cleaver,12,12,1
7/20/2015,Disappointment Cleaver,12,5,0.416666667
7/20/2015,Disappointment Cleaver,12,11,0.916666667
7/20/2015,Liberty RIngraham Directge,2,0,0
7/20/2015,Liberty RIngraham Directge,2,0,0
7/19/2015,Emmons-Winthrop,3,0,0
7/19/2015,Emmons-Winthrop,9,0,0
7/19/2015,Kautz Cleaver,4,4,1
7/19/2015,Disappointment Cleaver,1,0,0
7/19/2015,Disappointment Cleaver,11,0,0
7/19/2015,Emmons-Winthrop,2,0,0
7/19/2015,Disappointment Cleaver,2,2,1
7/19/2015,Disappointment Cleaver,4,0,0
7/19/2015,Disappointment Cleaver,12,8,0.666666667
7/19/2015,Kautz Glacier,12,8,0.666666667
7/19/2015,Disappointment Cleaver,12,11,0.916666667
7/18/2015,Emmons-Winthrop,12,0,0
7/18/2015,Disappointment Cleaver,12,11,0.916666667
7/18/2015,Disappointment Cleaver,12,11,0.916666667
7/18/2015,Disappointment Cleaver,2,2,1
7/18/2015,Disappointment Cleaver,3,0,0
7/18/2015,Kautz Glacier,5,0,0
7/18/2015,Disappointment Cleaver,4,4,1
7/18/2015,Disappointment Cleaver,12,12,1
7/18/2015,Disappointment Cleaver,7,7,1
7/18/2015,Disappointment Cleaver,5,5,1
7/18/2015,Disappointment Cleaver,2,2,1
7/18/2015,Kautz Glacier,3,0,0
7/18/2015,Disappointment Cleaver,4,4,1
7/18/2015,Disappointment Cleaver,4,4,1
7/18/2015,Disappointment Cleaver,5,0,0
7/18/2015,Disappointment Cleaver,3,0,0
7/18/2015,Disappointment Cleaver,5,4,0.8
7/18/2015,Emmons-Winthrop,2,2,1
7/18/2015,Emmons-Winthrop,3,0,0
7/18/2015,Disappointment Cleaver,12,12,1
7/18/2015,Disappointment Cleaver,12,8,0.666666667
7/18/2015,Disappointment Cleaver,12,6,0.5
7/17/2015,Emmons-Winthrop,9,9,1
7/17/2015,Disappointment Cleaver,10,0,0
7/17/2015,Emmons-Winthrop,2,0,0
7/17/2015,Emmons-Winthrop,12,10,0.833333333
7/17/2015,Disappointment Cleaver,4,0,0
7/17/2015,Emmons-Winthrop,3,3,1
7/17/2015,Disappointment Cleaver,9,9,1
7/17/2015,Disappointment Cleaver,2,2,1
7/17/2015,Disappointment Cleaver,4,4,1
7/17/2015,Disappointment Cleaver,2,2,1
7/17/2015,Disappointment Cleaver,2,2,1
7/17/2015,Disappointment Cleaver,5,0,0
7/17/2015,Disappointment Cleaver,6,3,0.5
7/17/2015,Emmons-Winthrop,9,0,0
7/17/2015,Disappointment Cleaver,4,4,1
7/17/2015,Disappointment Cleaver,4,0,0
7/17/2015,Disappointment Cleaver,12,10,0.833333333
7/17/2015,Disappointment Cleaver,12,6,0.5
7/17/2015,Disappointment Cleaver,12,8,0.666666667
7/17/2015,Disappointment Cleaver,6,5,0.833333333
7/17/2015,Disappointment Cleaver,3,3,1
7/17/2015,Disappointment Cleaver,3,3,1
7/17/2015,Disappointment Cleaver,1,0,0
7/17/2015,Disappointment Cleaver,2,0,0
7/17/2015,Emmons-Winthrop,2,2,1
7/17/2015,Disappointment Cleaver,4,4,1
7/17/2015,Disappointment Cleaver,2,2,1
7/17/2015,Disappointment Cleaver,4,3,0.75
7/17/2015,Disappointment Cleaver,2,0,0
7/16/2015,Disappointment Cleaver,6,0,0
7/16/2015,Disappointment Cleaver,2,2,1
7/16/2015,Emmons-Winthrop,4,4,1
7/16/2015,Emmons-Winthrop,11,11,1
7/16/2015,Emmons-Winthrop,2,2,1
7/16/2015,Emmons-Winthrop,4,0,0
7/16/2015,Disappointment Cleaver,11,11,1
7/16/2015,Disappointment Cleaver,5,0,0
7/16/2015,Disappointment Cleaver,2,0,0
7/16/2015,Disappointment Cleaver,3,3,1
7/16/2015,Emmons-Winthrop,8,8,1
7/16/2015,Disappointment Cleaver,12,0,0
7/16/2015,Kautz Glacier,5,0,0
7/16/2015,Disappointment Cleaver,6,0,0
7/16/2015,Emmons-Winthrop,12,10,0.833333333
7/16/2015,Disappointment Cleaver,11,0,0
7/16/2015,Disappointment Cleaver,2,2,1
7/16/2015,Emmons-Winthrop,3,3,1
7/16/2015,Emmons-Winthrop,2,0,0
7/16/2015,Disappointment Cleaver,4,4,1
7/16/2015,Disappointment Cleaver,12,8,0.666666667
7/15/2015,Disappointment Cleaver,11,6,0.545454545
7/15/2015,Disappointment Cleaver,2,0,0
7/15/2015,Disappointment Cleaver,2,2,1
7/15/2015,Disappointment Cleaver,12,6,0.5
7/15/2015,Disappointment Cleaver,3,0,0
7/15/2015,Emmons-Winthrop,4,0,0
7/15/2015,Disappointment Cleaver,11,5,0.454545455
7/15/2015,Disappointment Cleaver,3,3,1
7/15/2015,Disappointment Cleaver,12,12,1
7/15/2015,Liberty RIngraham Directge,2,0,0
7/15/2015,Disappointment Cleaver,4,3,0.75
7/14/2015,Disappointment Cleaver,2,2,1
7/14/2015,Disappointment Cleaver,2,2,1
7/14/2015,Little Tahoma,2,0,0
7/14/2015,Disappointment Cleaver,4,4,1
7/14/2015,Disappointment Cleaver,9,6,0.666666667
7/14/2015,Kautz Glacier,12,9,0.75
7/14/2015,Disappointment Cleaver,12,10,0.833333333
7/14/2015,Disappointment Cleaver,11,9,0.818181818
7/14/2015,Emmons-Winthrop,12,12,1
7/14/2015,Emmons-Winthrop,11,0,0
7/14/2015,Disappointment Cleaver,4,0,0
7/14/2015,Disappointment Cleaver,2,2,1
7/14/2015,Kautz Glacier,4,0,0
7/14/2015,Disappointment Cleaver,6,6,1
7/14/2015,Disappointment Cleaver,4,4,1
7/14/2015,Disappointment Cleaver,2,2,1
7/14/2015,Disappointment Cleaver,3,3,1
7/14/2015,Disappointment Cleaver,3,3,1
7/14/2015,Emmons-Winthrop,6,6,1
7/14/2015,Disappointment Cleaver,8,6,0.75
7/14/2015,Emmons-Winthrop,6,3,0.5
7/14/2015,Kautz Glacier,12,0,0
7/13/2015,Disappointment Cleaver,3,0,0
7/13/2015,Disappointment Cleaver,7,6,0.857142857
7/13/2015,Emmons-Winthrop,11,0,0
7/13/2015,Disappointment Cleaver,12,10,0.833333333
7/13/2015,Disappointment Cleaver,12,8,0.666666667
7/13/2015,Disappointment Cleaver,12,10,0.833333333
7/13/2015,Disappointment Cleaver,6,6,1
7/13/2015,Kautz Glacier,6,4,0.666666667
7/13/2015,Disappointment Cleaver,2,0,0
7/13/2015,Disappointment Cleaver,3,0,0
7/13/2015,Disappointment Cleaver,1,0,0
7/13/2015,Disappointment Cleaver,3,3,1
7/13/2015,Disappointment Cleaver,5,5,1
7/13/2015,Disappointment Cleaver,3,3,1
7/13/2015,Disappointment Cleaver,5,5,1
7/13/2015,Emmons-Winthrop,5,0,0
07-12-15,Disappointment Cleaver,4,3,0.75
07-12-15,Emmons-Winthrop,3,3,1
07-12-15,Emmons-Winthrop,5,5,1
07-12-15,Emmons-Winthrop,9,5,0.555555556
07-12-15,Disappointment Cleaver,2,2,1
07-12-15,Disappointment Cleaver,12,6,0.5
07-12-15,Kautz Glacier,12,12,1
07-12-15,Disappointment Cleaver,12,9,0.75
07-12-15,Disappointment Cleaver,11,10,0.909090909
07-12-15,Disappointment Cleaver,2,2,1
07-12-15,Disappointment Cleaver,3,3,1
07-12-15,Disappointment Cleaver,2,0,0
07-12-15,Kautz Glacier,6,6,1
07-12-15,Disappointment Cleaver,3,0,0
07-12-15,Disappointment Cleaver,2,0,0
07-12-15,Disappointment Cleaver,2,2,1
07-11-15,Disappointment Cleaver,6,6,1
07-11-15,Emmons-Winthrop,2,2,1
07-11-15,Disappointment Cleaver,4,4,1
07-11-15,Disappointment Cleaver,2,0,0
07-11-15,Disappointment Cleaver,2,0,0
07-11-15,Emmons-Winthrop,3,0,0
07-11-15,Disappointment Cleaver,2,0,0
07-11-15,Kautz Cleaver,1,0,0
07-11-15,Disappointment Cleaver,2,0,0
07-11-15,Disappointment Cleaver,7,0,0
07-11-15,Disappointment Cleaver,2,0,0
07-11-15,Disappointment Cleaver,4,0,0
07-11-15,Disappointment Cleaver,12,0,0
07-11-15,Emmons-Winthrop,3,0,0
07-11-15,Emmons-Winthrop,3,0,0
07-11-15,Disappointment Cleaver,5,5,1
07-11-15,Emmons-Winthrop,3,0,0
07-11-15,glacier only - no summit attempt,2,0,0
07-11-15,Disappointment Cleaver,4,0,0
07-11-15,Disappointment Cleaver,3,3,1
07-11-15,Disappointment Cleaver,6,0,0
07-11-15,Disappointment Cleaver,12,0,0
07-11-15,Disappointment Cleaver,8,8,1
07-11-15,Disappointment Cleaver,8,6,0.75
07-11-15,Emmons-Winthrop,2,0,0
07-10-15,Disappointment Cleaver,5,0,0
07-10-15,Disappointment Cleaver,9,0,0
07-10-15,Emmons-Winthrop,3,3,1
07-10-15,Disappointment Cleaver,6,0,0
07-10-15,Disappointment Cleaver,3,0,0
07-10-15,Disappointment Cleaver,3,0,0
07-10-15,Disappointment Cleaver,2,2,1
07-10-15,Disappointment Cleaver,3,3,1
07-10-15,Disappointment Cleaver,2,2,1
07-10-15,Disappointment Cleaver,6,0,0
07-10-15,Disappointment Cleaver,2,0,0
07-10-15,Emmons-Winthrop,3,0,0
07-10-15,Disappointment Cleaver,3,0,0
07-10-15,Emmons-Winthrop,12,0,0
07-10-15,Disappointment Cleaver,3,3,1
07-10-15,Emmons-Winthrop,12,11,0.916666667
07-10-15,Disappointment Cleaver,12,11,0.916666667
07-10-15,Disappointment Cleaver,12,11,0.916666667
07-10-15,Disappointment Cleaver,12,7,0.583333333
07-10-15,Emmons-Winthrop,4,4,1
07-10-15,Disappointment Cleaver,2,2,1
07-10-15,Disappointment Cleaver,4,4,1
07-10-15,Disappointment Cleaver,4,4,1
07-10-15,Little Tahoma,3,3,1
07-10-15,Kautz Glacier,2,2,1
07-09-15,Disappointment Cleaver,3,3,1
07-09-15,Disappointment Cleaver,3,2,0.666666667
07-09-15,Disappointment Cleaver,3,0,0
07-09-15,Emmons-Winthrop,8,0,0
07-09-15,Emmons-Winthrop,2,0,0
07-09-15,Disappointment Cleaver,5,0,0
07-09-15,Emmons-Winthrop,8,6,0.75
07-09-15,Disappointment Cleaver,4,0,0
07-09-15,Disappointment Cleaver,9,5,0.555555556
07-09-15,Disappointment Cleaver,8,7,0.875
07-09-15,Disappointment Cleaver,3,0,0
07-09-15,Disappointment Cleaver,6,5,0.833333333
07-09-15,Disappointment Cleaver,3,0,0
07-09-15,Disappointment Cleaver,2,2,1
07-09-15,Disappointment Cleaver,6,0,0
07-09-15,Disappointment Cleaver,11,9,0.818181818
07-09-15,Disappointment Cleaver,12,12,1
07-09-15,Disappointment Cleaver,12,12,1
07-09-15,Emmons-Winthrop,6,0,0
07-09-15,Disappointment Cleaver,2,2,1
07-09-15,Disappointment Cleaver,4,4,1
07-08-15,Disappointment Cleaver,12,0,0
07-08-15,Disappointment Cleaver,3,3,1
07-08-15,Disappointment Cleaver,6,6,1
07-08-15,Disappointment Cleaver,3,3,1
07-08-15,Disappointment Cleaver,4,4,1
07-08-15,Emmons-Winthrop,2,2,1
07-08-15,Disappointment Cleaver,3,0,0
07-08-15,Disappointment Cleaver,12,12,1
07-08-15,Disappointment Cleaver,11,11,1
07-08-15,Disappointment Cleaver,2,2,1
07-08-15,Emmons-Winthrop,6,6,1
07-08-15,Disappointment Cleaver,1,0,0
07-07-15,Disappointment Cleaver,1,0,0
07-07-15,Disappointment Cleaver,7,7,1
07-07-15,Kautz Glacier,8,8,1
07-07-15,Disappointment Cleaver,2,2,1
07-07-15,Disappointment Cleaver,4,4,1
07-07-15,Emmons-Winthrop,2,2,1
07-07-15,Kautz Glacier,7,7,1
07-07-15,Disappointment Cleaver,12,12,1
07-07-15,Emmons-Winthrop,2,2,1
07-07-15,Emmons-Winthrop,2,2,1
07-07-15,Disappointment Cleaver,2,0,0
07-07-15,Disappointment Cleaver,12,4,0.333333333
07-06-15,Emmons-Winthrop,2,2,1
07-06-15,Disappointment Cleaver,2,1,0.5
07-06-15,Emmons-Winthrop,3,0,0
07-06-15,Emmons-Winthrop,12,10,0.833333333
07-06-15,Emmons-Winthrop,5,3,0.6
07-06-15,Emmons-Winthrop,6,5,0.833333333
07-06-15,Disappointment Cleaver,6,6,1
07-06-15,Disappointment Cleaver,3,0,0
07-06-15,Disappointment Cleaver,6,6,1
07-06-15,Disappointment Cleaver,2,0,0
07-06-15,Disappointment Cleaver,6,6,1
07-06-15,Disappointment Cleaver,4,0,0
07-06-15,Disappointment Cleaver,3,0,0
07-06-15,Disappointment Cleaver,8,7,0.875
07-06-15,Disappointment Cleaver,2,0,0
07-06-15,Disappointment Cleaver,11,5,0.454545455
07-06-15,Disappointment Cleaver,11,5,0.454545455
07-06-15,Disappointment Cleaver,12,10,0.833333333
07-06-15,Disappointment Cleaver,11,9,0.818181818
07-06-15,Emmons-Winthrop,2,0,0
07-06-15,Emmons-Winthrop,12,9,0.75
07-06-15,Emmons-Winthrop,2,0,0
07-05-15,Kautz Glacier,3,3,1
07-05-15,Disappointment Cleaver,2,0,0
07-05-15,Emmons-Winthrop,2,0,0
07-05-15,Disappointment Cleaver,8,8,1
07-05-15,Disappointment Cleaver,2,0,0
07-05-15,Emmons-Winthrop,2,0,0
07-05-15,Disappointment Cleaver,12,7,0.583333333
07-05-15,Disappointment Cleaver,2,0,0
07-05-15,Emmons-Winthrop,12,7,0.583333333
07-05-15,Disappointment Cleaver,2,2,1
07-05-15,Disappointment Cleaver,11,8,0.727272727
07-05-15,Kautz Glacier,6,6,1
07-05-15,Kautz Glacier,12,9,0.75
07-05-15,Kautz Glacier,6,0,0
07-04-15,Disappointment Cleaver,5,0,0
07-04-15,Disappointment Cleaver,6,0,0
07-04-15,Kautz Glacier,2,2,1
07-04-15,Disappointment Cleaver,2,0,0
07-04-15,Disappointment Cleaver,3,0,0
07-04-15,Emmons-Winthrop,5,5,1
07-04-15,Disappointment Cleaver,6,2,0.333333333
07-04-15,Disappointment Cleaver,12,9,0.75
07-04-15,Disappointment Cleaver,12,9,0.75
07-04-15,Disappointment Cleaver,2,0,0
07-04-15,Disappointment Cleaver,2,0,0
07-04-15,Disappointment Cleaver,4,0,0
07-04-15,Disappointment Cleaver,1,1,1
07-04-15,Disappointment Cleaver,12,3,0.25
07-03-15,Disappointment Cleaver,3,0,0
07-03-15,Disappointment Cleaver,3,3,1
07-03-15,Disappointment Cleaver,5,4,0.8
07-03-15,Disappointment Cleaver,4,0,0
07-03-15,Disappointment Cleaver,3,3,1
07-03-15,Disappointment Cleaver,2,2,1
07-03-15,Disappointment Cleaver,2,0,0
07-03-15,Disappointment Cleaver,3,3,1
07-03-15,Disappointment Cleaver,3,0,0
07-03-15,Disappointment Cleaver,4,4,1
07-03-15,Disappointment Cleaver,1,1,1
07-03-15,Disappointment Cleaver,3,3,1
07-03-15,Disappointment Cleaver,6,0,0
07-03-15,Disappointment Cleaver,2,0,0
07-03-15,Disappointment Cleaver,4,0,0
07-03-15,Disappointment Cleaver,4,0,0
07-03-15,Disappointment Cleaver,5,5,1
07-03-15,Disappointment Cleaver,3,0,0
07-03-15,Disappointment Cleaver,2,0,0
07-03-15,Disappointment Cleaver,5,3,0.6
07-03-15,Disappointment Cleaver,2,2,1
07-03-15,Emmons-Winthrop,4,0,0
07-03-15,Disappointment Cleaver,6,4,0.666666667
07-03-15,Disappointment Cleaver,2,0,0
07-03-15,Emmons-Winthrop,2,0,0
07-03-15,Disappointment Cleaver,4,4,1
07-03-15,Emmons-Winthrop,2,2,1
07-03-15,Emmons-Winthrop,6,6,1
07-03-15,Emmons-Winthrop,3,0,0
07-03-15,Emmons-Winthrop,3,0,0
07-03-15,Emmons-Winthrop,8,0,0
07-03-15,Emmons-Winthrop,2,2,1
07-03-15,Disappointment Cleaver,3,3,1
07-03-15,Disappointment Cleaver,2,0,0
07-03-15,Emmons-Winthrop,6,3,0.5
07-03-15,Disappointment Cleaver,3,3,1
07-03-15,Disappointment Cleaver,7,3,0.428571429
07-03-15,Disappointment Cleaver,2,2,1
07-03-15,Disappointment Cleaver,2,2,1
07-03-15,Disappointment Cleaver,4,0,0
07-03-15,Disappointment Cleaver,11,6,0.545454545
07-03-15,Disappointment Cleaver,12,6,0.5
07-03-15,Disappointment Cleaver,8,8,1
07-03-15,Emmons-Winthrop,6,3,0.5
07-03-15,Emmons-Winthrop,6,0,0
07-03-15,Emmons-Winthrop,3,3,1
07-02-15,Emmons-Winthrop,12,0,0
07-02-15,Emmons-Winthrop,5,5,1
07-02-15,Disappointment Cleaver,4,0,0
07-02-15,Emmons-Winthrop,2,2,1
07-02-15,Tahoma Glacier,3,2,0.666666667
07-02-15,Disappointment Cleaver,3,0,0
07-02-15,Disappointment Cleaver,12,6,0.5
07-02-15,Disappointment Cleaver,11,8,0.727272727
07-02-15,Disappointment Cleaver,12,9,0.75
07-02-15,Disappointment Cleaver,12,0,0
07-02-15,Emmons-Winthrop,6,6,1
07-02-15,Emmons-Winthrop,3,3,1
07-02-15,Little Tahoma,2,2,1
07-02-15,Disappointment Cleaver,5,0,0
07-02-15,Emmons-Winthrop,6,6,1
07-01-15,Disappointment Cleaver,3,0,0
07-01-15,Disappointment Cleaver,2,0,0
07-01-15,Disappointment Cleaver,2,2,1
07-01-15,Disappointment Cleaver,2,2,1
07-01-15,Disappointment Cleaver,6,5,0.833333333
07-01-15,Disappointment Cleaver,3,3,1
07-01-15,Disappointment Cleaver,2,0,0
07-01-15,Disappointment Cleaver,9,9,1
07-01-15,Disappointment Cleaver,4,4,1
07-01-15,Emmons-Winthrop,4,2,0.5
07-01-15,Disappointment Cleaver,5,0,0
07-01-15,Emmons-Winthrop,3,0,0
07-01-15,Emmons-Winthrop,6,0,0
07-01-15,Disappointment Cleaver,2,2,1
07-01-15,Disappointment Cleaver,2,2,1
07-01-15,Disappointment Cleaver,1,1,1
07-01-15,Disappointment Cleaver,12,8,0.666666667
07-01-15,Disappointment Cleaver,12,7,0.583333333
07-01-15,Disappointment Cleaver,12,12,1
07-01-15,Fuhrers Finger,5,5,1
07-01-15,Disappointment Cleaver,12,0,0
07-01-15,Disappointment Cleaver,2,0,0
6/30/2015,Disappointment Cleaver,3,0,0
6/30/2015,Disappointment Cleaver,2,2,1
6/30/2015,Disappointment Cleaver,4,4,1
6/30/2015,Disappointment Cleaver,3,3,1
6/30/2015,Disappointment Cleaver,3,0,0
6/30/2015,Emmons-Winthrop,5,5,1
6/30/2015,Emmons-Winthrop,11,4,0.363636364
6/30/2015,Disappointment Cleaver,2,2,1
6/30/2015,Disappointment Cleaver,12,9,0.75
6/30/2015,Disappointment Cleaver,12,9,0.75
6/30/2015,Disappointment Cleaver,12,5,0.416666667
6/30/2015,Kautz Glacier,12,9,0.75
6/29/2015,Disappointment Cleaver,3,0,0
6/29/2015,Kautz Glacier,2,2,1
6/29/2015,Disappointment Cleaver,2,2,1
6/29/2015,Kautz Glacier,3,3,1
6/29/2015,Disappointment Cleaver,3,0,0
6/29/2015,Emmons-Winthrop,10,5,0.5
6/29/2015,Emmons-Winthrop,2,2,1
6/29/2015,Emmons-Winthrop,4,3,0.75
6/29/2015,Emmons-Winthrop,4,4,1
6/29/2015,Disappointment Cleaver,2,0,0
6/29/2015,Disappointment Cleaver,3,3,1
6/29/2015,Kautz Glacier,2,0,0
6/29/2015,Disappointment Cleaver,2,0,0
6/29/2015,Disappointment Cleaver,4,4,1
6/29/2015,Disappointment Cleaver,3,0,0
6/29/2015,Disappointment Cleaver,12,12,1
6/29/2015,Disappointment Cleaver,12,8,0.666666667
6/29/2015,Disappointment Cleaver,12,6,0.5
6/29/2015,Disappointment Cleaver,12,12,1
6/29/2015,Disappointment Cleaver,12,8,0.666666667
6/29/2015,Disappointment Cleaver,12,6,0.5
6/28/2015,Disappointment Cleaver,4,4,1
6/28/2015,Emmons-Winthrop,2,0,0
6/28/2015,Disappointment Cleaver,3,0,0
6/28/2015,Disappointment Cleaver,2,0,0
6/28/2015,Disappointment Cleaver,2,0,0
6/28/2015,Emmons-Winthrop,5,0,0
6/28/2015,Emmons-Winthrop,2,2,1
6/28/2015,Emmons-Winthrop,6,6,1
6/28/2015,Liberty RIngraham Directge,2,0,0
6/28/2015,Disappointment Cleaver,2,2,1
6/28/2015,Emmons-Winthrop,11,11,1
6/28/2015,Disappointment Cleaver,12,7,0.583333333
6/28/2015,Kautz Glacier,12,12,1
6/28/2015,Disappointment Cleaver,12,8,0.666666667
6/28/2015,Disappointment Cleaver,12,0,0
6/28/2015,Kautz Glacier,12,0,0
6/28/2015,Disappointment Cleaver,12,0,0
6/27/2015,Disappointment Cleaver,2,2,1
6/27/2015,Emmons-Winthrop,3,3,1
6/27/2015,Emmons-Winthrop,4,4,1
6/27/2015,Emmons-Winthrop,3,0,0
6/27/2015,Emmons-Winthrop,3,0,0
6/27/2015,Emmons-Winthrop,3,3,1
6/27/2015,Disappointment Cleaver,4,0,0
6/27/2015,Disappointment Cleaver,3,3,1
6/27/2015,Disappointment Cleaver,2,0,0
6/27/2015,Disappointment Cleaver,4,4,1
6/27/2015,Disappointment Cleaver,3,0,0
6/27/2015,Disappointment Cleaver,4,4,1
6/27/2015,Disappointment Cleaver,4,0,0
6/27/2015,Disappointment Cleaver,3,3,1
6/27/2015,Disappointment Cleaver,3,0,0
6/27/2015,Kautz Glacier,2,2,1
6/27/2015,Disappointment Cleaver,6,3,0.5
6/27/2015,Emmons-Winthrop,6,0,0
6/27/2015,Emmons-Winthrop,2,0,0
6/27/2015,Disappointment Cleaver,4,4,1
6/27/2015,Emmons-Winthrop,3,1,0.333333333
6/27/2015,Disappointment Cleaver,12,0,0
6/27/2015,Disappointment Cleaver,12,0,0
6/27/2015,Disappointment Cleaver,12,0,0
6/27/2015,Little Tahoma,6,0,0
6/27/2015,Little Tahoma,6,0,0
6/27/2015,Disappointment Cleaver,2,0,0
6/27/2015,Kautz Glacier,5,5,1
6/27/2015,Emmons-Winthrop,7,0,0
6/27/2015,Kautz Glacier,12,12,1
6/27/2015,Kautz Glacier,12,0,0
6/27/2015,Kautz Glacier,12,0,0
6/27/2015,Disappointment Cleaver,12,12,1
6/27/2015,Disappointment Cleaver,12,0,0
6/26/2015,Disappointment Cleaver,9,9,1
6/26/2015,glacier only - no summit attempt,1,0,0
6/26/2015,Disappointment Cleaver,4,0,0
6/26/2015,Disappointment Cleaver,3,3,1
6/26/2015,Disappointment Cleaver,4,2,0.5
6/26/2015,Emmons-Winthrop,3,0,0
6/26/2015,Disappointment Cleaver,4,4,1
6/26/2015,Kautz Glacier,3,0,0
6/26/2015,Disappointment Cleaver,5,4,0.8
6/26/2015,Emmons-Winthrop,5,5,1
6/26/2015,Disappointment Cleaver,5,0,0
6/26/2015,Disappointment Cleaver,2,2,1
6/26/2015,Disappointment Cleaver,2,0,0
6/26/2015,Disappointment Cleaver,4,0,0
6/26/2015,Kautz Glacier,2,2,1
6/26/2015,Emmons-Winthrop,2,0,0
6/26/2015,Liberty RIngraham Directge,3,3,1
6/26/2015,Disappointment Cleaver,4,3,0.75
6/26/2015,Disappointment Cleaver,12,0,0
6/26/2015,Disappointment Cleaver,12,0,0
6/26/2015,Disappointment Cleaver,12,0,0
6/26/2015,Emmons-Winthrop,2,2,1
6/26/2015,Kautz Glacier,3,0,0
6/26/2015,Emmons-Winthrop,5,5,1
6/26/2015,Disappointment Cleaver,2,2,1
6/26/2015,Disappointment Cleaver,2,2,1
6/26/2015,Ptarmigan RIngraham Directge,3,0,0
6/26/2015,Emmons-Winthrop,6,5,0.833333333
6/26/2015,Mowich Face,2,0,0
6/26/2015,Emmons-Winthrop,2,0,0
6/26/2015,Disappointment Cleaver,5,0,0
6/26/2015,Disappointment Cleaver,5,0,0
6/26/2015,Kautz Glacier,2,0,0
6/26/2015,Kautz Cleaver,3,0,0
6/26/2015,Emmons-Winthrop,2,0,0
6/26/2015,Disappointment Cleaver,12,7,0.583333333
6/26/2015,Disappointment Cleaver,12,0,0
6/26/2015,Disappointment Cleaver,12,12,1
6/26/2015,Disappointment Cleaver,12,12,1
6/25/2015,Emmons-Winthrop,10,9,0.9
6/25/2015,Emmons-Winthrop,8,0,0
6/25/2015,Disappointment Cleaver,3,3,1
6/25/2015,Disappointment Cleaver,8,8,1
6/25/2015,Disappointment Cleaver,7,6,0.857142857
6/25/2015,Disappointment Cleaver,3,0,0
6/25/2015,Disappointment Cleaver,3,0,0
6/25/2015,Emmons-Winthrop,3,3,1
6/25/2015,Emmons-Winthrop,2,0,0
6/25/2015,Disappointment Cleaver,4,4,1
6/25/2015,Little Tahoma,2,0,0
6/25/2015,Disappointment Cleaver,2,0,0
6/25/2015,Kautz Glacier,3,3,1
6/25/2015,Disappointment Cleaver,12,8,0.666666667
6/25/2015,Disappointment Cleaver,11,10,0.909090909
6/25/2015,Disappointment Cleaver,2,0,0
6/25/2015,Disappointment Cleaver,5,3,0.6
6/25/2015,glacier only - no summit attempt,2,0,0
6/25/2015,Disappointment Cleaver,2,0,0
6/25/2015,Emmons-Winthrop,12,11,0.916666667
6/25/2015,Emmons-Winthrop,2,2,1
6/25/2015,Disappointment Cleaver,2,0,0
6/25/2015,Disappointment Cleaver,2,2,1
6/25/2015,Liberty RIngraham Directge,2,2,1
6/25/2015,Disappointment Cleaver,3,0,0
6/25/2015,Disappointment Cleaver,12,9,0.75
6/25/2015,Emmons-Winthrop,12,11,0.916666667
6/24/2015,Ptarmigan RIngraham Directge,2,0,0
6/24/2015,Disappointment Cleaver,4,4,1
6/24/2015,Disappointment Cleaver,7,7,1
6/24/2015,Disappointment Cleaver,12,0,0
6/24/2015,Disappointment Cleaver,12,12,1
6/24/2015,Little Tahoma,2,1,0.5
6/24/2015,glacier only - no summit attempt,1,0,0
6/24/2015,Disappointment Cleaver,2,0,0
6/24/2015,Emmons-Winthrop,2,2,1
6/24/2015,Disappointment Cleaver,2,2,1
6/24/2015,Emmons-Winthrop,3,0,0
6/24/2015,Disappointment Cleaver,9,8,0.888888889
6/24/2015,glacier only - no summit attempt,1,0,0
6/24/2015,Disappointment Cleaver,12,7,0.583333333
6/24/2015,Disappointment Cleaver,11,8,0.727272727
6/24/2015,Tahoma Glacier,2,2,1
6/24/2015,Disappointment Cleaver,6,6,1
6/24/2015,Disappointment Cleaver,12,10,0.833333333
6/24/2015,Emmons-Winthrop,4,0,0
6/24/2015,Disappointment Cleaver,3,0,0
6/24/2015,Emmons-Winthrop,3,3,1
6/24/2015,Tahoma Glacier,2,0,0
6/23/2015,Disappointment Cleaver,1,1,1
6/23/2015,Disappointment Cleaver,5,5,1
